V160001,dislikeReps,demhatesreps,rephatesdems
301982,They take money and they own //,0,1
301983,,0,0
301984,"I think it's their wimpiness, they just seem to wimp out and don't want to make decisions properly. They let someone else make decisions for them, that's why we have the problems we do in congress. they are not willing to be bipartisan at all, they are all one sided.//",0,0
301985,,0,0
301988,unwillingness to work with the democrats//the inability to properly enforce immigration rules//,0,1
301990,Dont fight for country like they should//,0,1
301993,stand on womens issues//,0,0
301999,,0,0
302001,other than the fact that they are always looking out for themselves and not the country,0,0
302009,their presidential candidate,0,0
302016,I don't like that they are no getting anything done and not representing the people.  They are fighting among themselves. Career politiocians are there and do no want to let anyone else in.//,0,1
302019,Aggressive stance on military and unwillingness to cut the military budget and cut forces.//  creating laws based on religious beliefs.  //Blocking or legislating against gay marriage or other things that should be a person's choices.  Not working together with other parties.// Its members have a tendency to dislike other cultures in the broad sense.  //The platform doesn't seem to be geared towards progressive ideas with regard to technology.,0,1
302023,,0,0
302027,,0,0
302029,Well for 1 thing the establishment is not behind the canidate,0,1
302032,"THEY BICKER & FIGHT TOO MUCH, TOO MANY OLF PEOPLE IN THERE//",0,0
302033,,0,1
302040,"us much there take care of the people, they have to make they morality of impousing to the people//",0,0
302044,"I dont like their views on abortion//their outlook on gun rights. dont like that they are against that, a lot of us use our guns to feed our families//",0,0
302048,,0,1
302052,too much party and not enough for the country,0,1
302054,,0,0
302058,Some of them tell the truth and some dont.,0,0
302067,"just don't like them go back to 40 and 50 they people were consider it love, treat everyone right, now its a dog eat dog.",0,0
302069,,0,0
302070,,0,0
302074,"they have become carrer politicians, the politicians have forgotten their roots, i believe they forgot who they vote for//",0,1
302075,immigration/no,0,1
302076,,0,1
302077,,0,1
302078,,0,0
302083,they do not work together with the other party,0,1
302089,say one thing dont do it,0,1
302099,,0,0
302101,they are really tearing apart each other and not focusing on one another,0,0
302103,,0,0
302104,Seems to be an extreme religious party that I don'e always coincide with/anti-abortion/ don't always feel that I fit into their niche/,0,1
302105,,0,0
302106,No unity.//Acting too 'politician.//',0,0
302115,,0,0
302117,,0,0
302119,,0,1
302121,i dont like how conservative they are with social views//,0,0
302122,dont use data at  all,0,0
302126,,0,1
302130,,0,1
302132,disorganized//,0,1
302133,,0,1
302136,,0,0
302142,,0,1
302143,,0,1
302145,,0,0
302147,,0,0
302150,How they penalize the wealthywith the cost of health care to give to the people who can't afford health care.//,0,0
302154,,0,0
302161,,0,0
302167,They are not really for us.//,0,0
302172,they'res too many rhinos who are Republicans in name only//,0,1
302174,practically as irresponsible as democrats on spending/a bit too opportunistic/,0,1
302178,,0,0
302183,,0,0
302190,,0,0
302192,use to be conservetive,0,1
302196,right now most everything I don't like the candidate the serogates//,0,0
302197,Donald Trump. I just don't like his arogance//,0,0
302198,,0,0
302206,"I dont that they do a good enough job to compromise with the Democratic party to look out for the American, i think there is alot of selfishness on both else",0,0
302214,,0,0
302216,I believe that they have highjack the word conservitism and they don't represent the public anymore//,0,1
302217,,0,0
302220,,0,1
302231,luimited everyone's terms//nothing gets done; doesn't matter who the presdient isbecause they strop eberything they want to  do //,0,0
302234,I DONT LIKE HOW OLD FASHION IT IS. I FEEL LIKE ITS THE GOOD OD BOYS CLUB. I DONT LIKE ITS NON  DIVERSITY.//,0,1
302236,I think they have lost their backbone & they have buckled under their policial correctness & feel that all politicans main priority is just getting elected//,0,1
302238,,0,0
302239,It seems to be alot of bloated white men//,0,0
302240,,0,0
302244,,0,0
302253,IS ALSO THEIR CONSERVARTISM IS ALSO WHAT I LIKE AND DISLIKE//,0,0
302254,,0,0
302261,"They are not supporting the candidate that american voter choose, I'm very dissapointed that the Bush family are not supporting Donal Trump, they are letting emotions cloud thir judgement and hurt the party, Paul Ryan too, he needs tu support Donal Trump//",0,1
302264,Gov. Christie shouldn't be in office.  Some of the candidates are questionable. Their backgrounds are not all plusses.,0,0
302265,not supporting the trump,0,0
302273,,0,0
302275,transpaarency about both democrates and republicans.\\,0,1
302283,:\\the candidate for president,0,0
302290,feel they cover up stuff//,0,0
302308,inability to select a presidential candidatee//,0,1
302312,they did not support the canidate Donald Trump,0,1
302313,they have gotten real arrogant the house speaker sets the toen and shuts out any talk between the 2 parties//,0,1
302317,,0,0
302325,,0,0
302333,,0,1
302337,The way they are not staying together.//,0,0
302341,Their inability to come together and to work together.//,0,1
302344,,0,1
302345,,0,0
302347,Most of what I just said ab0ut the democratic party is also true about the Republican party. The only differnce is the republicans are so disorganized compared to the Democratic party that they could never pull something like that off.//No maam,0,1
302361,they are for the rich,0,0
302364,I don't like their stance on the environment.//I don't like their stance on abortion.// I don't like their stance on homosexuality.//,0,1
302365,,0,1
302369,,0,0
302378,When they get in office they do not do what the say going to do,0,0
302380,they seem so narrow minded and they dont seem to be well informed,0,0
302382,,0,0
302385,,0,0
302388,,0,0
302390,,0,0
302392,,0,0
302396,,0,0
302400,,0,0
302402,their willingness to compromise/cave on issues and not fight for their causes,0,1
302403,,0,1
302404,not a warmfeeling for people it dont matter to them who they hurting especially come down to the blacks dont look like they care,0,0
302406,,0,0
302408,not sure,0,0
302417,,0,0
302420,THEY DON'T STAND UP FOR THEIR PRINICPLES ENOUGH//,0,1
302421,I THINK BEING YOUNGER THE REPUBLICN PARTY DIDN'T SEEM TO RELATE TO YOUNGER PERSONS VERY WELL//,0,1
302424,"don't like wars, and I don't like bank bailout\\",0,0
302425,,0,0
302428,,0,0
302443,"they tend to be more for the elitetist class the richer people, too pro business",0,1
302445,They compromise on the things I dont agree with and they dont compromise on the things I think they should. They dont stand together and support each other//,0,1
302446,,0,0
302449,,0,0
302450,that they say one thing and do another//,0,1
302452,most of themm are bought and sold by big business,0,0
302459,THE RICH STAY RICH AND POOR STAY EVEN POORER,0,0
302461,,0,0
302462,,0,1
302463,WE MIGHT GET INTO A WAR//,0,1
302469,,0,1
302470,"That they dont want gun control,//they dont have a candidate that they support, seems like they kind of made gridlock in the congress the last 8 years.//",0,1
302471,,0,0
302476,,0,0
302477,They're a mess. They argue among each other and they're game of regaining themselves is ?? They are not a suave as the Democratic Party. Their way is making them weak.,0,1
302480,YOUR TURN TO BE PRESDENT YOUR TURN IN THE PARTY SELECT THER FRONT RUNNER,0,1
302491,,0,0
302492,Think the candidate is a quack to be perfectly honest/,0,0
302493,they are for the higher ups,0,0
302494,,0,0
302501,,0,0
302506,,0,0
302513,THEY ARE PRO LIFE. INSENSITIVITY TO LGBT ISSUES. //,0,1
302526,,0,0
302527,,0,1
302529,"They seem very angry, thats it.",0,0
302531,,0,1
302532,"Stuck in the stone age on social issues such as gay marriage, they have held onto archaic issues that alienates young people//",0,1
302535,don't like that they push religion as part of politics// don;'t like social stane on social issures//,0,1
302539,I am not sure,0,0
302542,taxes//obamacare,0,1
302558,,0,0
302562,It's kind of opposite of the Democrates. They take a stance on what people should do with their lives their religion and their personal well-being. I think our government doesn not need to focus on those issues. Those are personaly issues. Not issues of the entire country. That's it.,0,0
302564,//not legalizing marijuana,0,0
302566,The way they've been doing lately. //,0,0
302568,,0,0
302574,they don't get any work done//they dont get any work done,0,0
302576,foregin affairs,0,0
302579,,0,1
302581,Politicians they just become career policiations  & intouch with sociaty//,0,1
302583,lack of accomplishment//,0,1
302584,,0,0
302585,It feels to me that they are not for the people. It feels to me that they want to take away from the people.//,0,0
302587,The nominees that they put up this year.//,0,1
302593,,0,0
302604,,0,0
302610,I dont like big government Republicans.//,0,1
302612,,0,0
302613,,0,0
302615,they dont help people who do need help like the poor people,0,0
302621,,0,0
302626,I think they are going along with the status quo and giving in too much//,0,1
302627,,0,0
302629,,0,0
302632,,0,0
302639,they say they do not support abortion and they end up supporting abortion i am strong believer abortion is wrong   so say things to get you to vote for them and they change thier mind,0,1
302643,,0,0
302645,,0,0
302653,The republican is not backing the nominee this year and I am having trouble processing that and I don't know if it is out of jealousy and that they believe that he might be ruining it for them and I don't like that a bit.  Where I am from you back the home team.//,0,1
